username,description,location,following,followers,totaltweets,retweetcount,text,target,hashtags,actual_time
dhanush__15,"•|| since 15/11/02
•|| Sucess is a journey ||•","Chennai, India",267,14,21,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:20:17+00:00
AbdulRa47554051,"Expected Music Director 🎼
Singer 🎤
Lyricist
Photographer 📸
Wanderlust 🍃☘🏍
Last but not Least...... Thalapathy Veriyan 😎","Tamil Nadu, India",335,234,43655,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:42:49+00:00
deenaa31,😎,"Chennai, India",1119,150,339,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:50:25+00:00
maara_raaja,ᴛᴇᴀᴍ ɪɴᴅɪᴀ ᴀɴᴅ ᴄꜱᴋ ꜰᴀɴ❤️ 🅂🅄🅁🄸🅈🄰⚡💥❤️,,559,483,16365,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:10:08+00:00
Mohamed81230907,,,29,2,926,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 10:16:35+00:00
thegadgetfreak,,Chennai,96,61,1019,83,"Portion of roof collapses at VR Mall in Anna Nagar due to heavy rains

#chennairains #ChennaiRains2021 #Chennai #ChennaiRain #chennaifloods https://t.co/QUqG98HMCA",1,"['chennairains', 'ChennaiRains2021', 'Chennai']",2021-12-31 10:29:28+00:00
Natyam_,"The centre dedicated to arts and culture, #NatyamFoundation has started in Delhi University as a theatre group #Aarohi, it provides #NatyamCreativeSolutions |","New Delhi, India",26,16,657,9,"Flash Flood: Today #Chennai is flooded after the heavy rains. The destructions of the native drainage systems have been promoted as an advantage, as such #FlashFlood is a round the year affair in #NewIndia and we hope its makers will take a note of the fact. #ChennaiRains2021",1,['Chennai'],2021-12-31 08:10:56+00:00
parveen_nisa,belongs to the #DravidianStock~lady who love classic mustangs 🐎~mommy of 3~recovering ice cream addict 🥡🍧 today's @twitter trend 👉 #𝙈𝙆𝙎𝙩𝙖𝙡𝙞𝙣4ᴾᴹ2024,Dravida Tamilnadu,88,400,38816,9,"#TamilNadu CM MK Stalin has written to #AmitShah stating that the Indian Meteorological Centre failed to alert the state government about the heavy rains that lashed #Chennai on Thursday.
(@Akshayanath )
https://t.co/S6MVmBdRhP",0,"['TamilNadu', 'AmitShah']",2022-01-02 12:29:16+00:00
its_vk_id,❣️ARR Addict,"Tamil Nadu, India",26,4,696,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 13:26:35+00:00
sudhakaranm78,"Entrepreneur,bharathiyan, Hindu, மறத்தமிழன்,  RECTian,NIT, Ardent follower of kaliyuga kannan @narendramodi, karmaveerar Kamarajar(native)",Chennai,833,158,23543,3,El Nino provide rains during NEM but will be short &amp; ends for #Chennai before Dec mid. La Nina years provides good rains during winter &amp; extends as well. Normally oct-nov system tend to move up during La Nina but this time all moved towards TN bec of weak system #Chennairains,0,['Chennai'],2021-12-31 11:27:14+00:00
BaluRonaldo,"Football ⚽💞
#Thalapathy_Thambi😍❣️@actorvijay #Ronaldo_CR7_Veriyan😈⚽
#U1_Veriyan🎼🎸🎧😍 #U1_For_Life😍❤️ #Sachin_Cricket_Love😍 #SaiPallavi😍😘 #Ignore_Neg✌","Pondicherry, India",3514,3969,174448,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 09:13:58+00:00
naveenkumars84,மனுஷன்,Chennai,792,337,9239,0,"Moderate Rains at #Koyambedu #Chennai

#chennairains 

@ChennaiRains @RainStorm_TN https://t.co/nohuRGFivt",1,"['Koyambedu', 'Chennai', 'chennairains']",2021-12-31 09:56:48+00:00
Sivasan96,Believe in yourself,Sivakasi,1337,254,48188,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:18:15+00:00
PeoplesIndia3,"Journalism can never be silent. That is its greatest virtue and its greatest fault. 
Use #PBCmedia to be featured. 

https://t.co/6X20sCEh2w",,14,90,323,0,"Heavy rains and #floods in #Chennai 

https://t.co/bVUmRkUzHL",1,"['floods', 'Chennai']",2022-01-03 07:45:07+00:00
ChennaiRains,Independent Weather Blog from Chennai. Please follow IMD for all official weather forecasts.,"Chennai, India",233,130965,35085,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai', 'Rains']",2022-01-01 01:02:50+00:00
meenavyas50,Ardent devotee of kanchi Paramacharya. Hare Krishna,India,1866,3490,265124,100,"Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Trains are running packed @THChennai #Chennai #Chennaiametro #Chennairains

Video credit: @rsujatha_30 https://t.co/z6zb06DjmF",0,[],2021-12-31 08:32:56+00:00
Yokesh_msd,@actorvijay ❣️ BackUp ID @yokesh_msd1,Salem,3389,10692,98250,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:44:43+00:00
Prabuashok17,"hi I'm prabu 
என் இனம் தமிழினம்","Chennai, India",113,149,37925,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 16:24:02+00:00
stranger2898,எண்ணம் போல் வாழ்க்கை 🙏🙏,பாரதம்,3205,2209,106101,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:47:16+00:00
vmmadhav,"எப்பொழுதும் நாள் திங்கள் ஆண்டு  ஊழி ஊழி தொறும்,
அப்பொழுதைக்கப்பொழுது என் ஆராவமுதமே🙏",Chennai,825,1404,15192,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 13:08:04+00:00
thoongumoonji1,"If your plan is for one year, plant rice. If your plan is for ten years, plant trees. If your plan is for one hundred years, educate children - Confucius",,639,177,51126,20,"Wishing all our wellwishers A Happy &amp; Prosperous New Year on behalf of the #COMK Family.  While #Chennai &amp; suburbs could see substantial reduction in #Rains today, coastal delta needs to be wary of sudden burst of heavy rains as convergence moves south. https://t.co/yrerKbFuHF https://t.co/tAREHNxfLI",1,"['COMK', 'Chennai']",2022-01-01 09:29:10+00:00
Kanishksb007,"Studying
School ☝️opper
ThalapathyVijay",,244,15,90,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:18:28+00:00
3vil_qu33n,SDSU Aztec 🌺 | Cornell ILR | PHR | SHRM-CP | EAR/ITAR Compliance | PM | ❤️ 🤍 💙 warrior protector tactical genius spy I am whatever u say I am 💋✌,🇺🇸,4790,1235,114161,2,"Heavy Rain &amp; Severe flooding hits India’s #Chennai 

▪️Heavy spell of rains lashed several parts of Chennai throwing life out gear within hours.

#TamilNadu #India #ChennaiRains 📹@NovinstonLobo https://t.co/3mPbLlQ3mm",1,['Chennai'],2022-01-01 19:20:21+00:00
s4saravv,Don't study me. you won't graduate.,Twitter,517,10098,265533,100,"Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Trains are running packed @THChennai #Chennai #Chennaiametro #Chennairains

Video credit: @rsujatha_30 https://t.co/z6zb06DjmF",0,[],2021-12-31 10:03:32+00:00
Sathish_deenan,"நடிப்பின் நாயகன் @suriya_offl #Ajith (#Ak) & @msdhoni யின் தீவிர ரசிகன்🔥 @MskajalAggarwal😍😘 @thisisysr 🥁🎹Computer Mechanic 💻 🖥 
@NorthchennaiSFC Member😍","George, South Africa",900,590,115404,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 09:20:10+00:00
dravid_05,"𝙀𝙣𝙛𝙞𝙚𝙡𝙙 life❤
Citian🧡","thriuvanamalaisouth,india",53,9,280,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:52:46+00:00
amay_mishra,,,371,418,19379,154,"Heavy rains in #TamilNadu cause 3 deaths, parts of #Chennai waterlogged 

#ChennaiRain #ChennaiRains2021 #chennaifloods

https://t.co/7V5nWkOKes #latest_news",1,"['TamilNadu', 'Chennai', 'ChennaiRain', 'ChennaiRains2021']",2021-12-31 08:40:29+00:00
chaishh,,ராசபாளையத்துல,794,219,2551,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:18:02+00:00
WakeupTushar,The whole universe loves me...,🐝,1398,989,76707,10,"Jinnah, a bank manager in #Chennai, helped make way for 3 #ambulances that were stuck in a traffic jam amid heavy rains. He parked his two-wheeler and walked for 4 kilometres to ensure that the emergency medical vehicles reached the hospital on time.

#Hero https://t.co/omqyaG6Ntb",0,"['Chennai', 'ambulances']",2022-01-03 09:33:51+00:00
Vetri50398709,,,186,3,1516,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 15:54:40+00:00
itzzz_dk,𝐓𝐚𝐦𝐢𝐳𝐡𝐚𝐧😎| 𝑳𝒐𝒗𝒆 𝑷𝒉𝒐𝒕𝒐𝒈𝒓𝒂𝒑𝒉𝒚📸 |#𝚃𝚑𝚊𝚕𝚊𝚙𝚊𝚝𝚑𝚢 & #ᴅʜᴏɴɪ 𝙵𝚊𝚗💥 |ᴄʀɪᴄᴋᴇᴛ ɴᴅ ꜰᴏᴏᴛʙᴀʟʟ ꜰᴀɴᴀᴛɪᴄ😉| 𝓑𝓾𝓳𝓲 - @shinytwtz❤️,"9.3639° N, 78.8395° E",579,2460,47940,3,"Visuals of flooded areas from #Chennai after heavy rains lashed the #TamilNadu capital on Friday, #31stDecember.

#ChennaiFloods #ChennaiRains

📸: S Kumar/BCCL Chennai https://t.co/6E9j9eNaSa",1,"['Chennai', 'TamilNadu', '31stDecember']",2021-12-31 12:47:04+00:00
jitasish,Samjhee Ya Samjhaun????,Calcutta India,1799,71,27634,3,"Visuals of flooded areas from #Chennai after heavy rains lashed the #TamilNadu capital on Friday, #31stDecember.

#ChennaiFloods #ChennaiRains

📸: S Kumar/BCCL Chennai https://t.co/6E9j9eNaSa",1,"['Chennai', 'TamilNadu', '31stDecember']",2021-12-31 12:39:23+00:00
siva_yc,என்றும் #ஜெய்-பவன் #பீம் பலத்தால்,"Sengottai, India",142,41,6641,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 09:30:39+00:00
DfcAsuran_,"International Asuran actor @dhanushkraja Anna fan✨😍🔥
       || B.E Engineering||

                   Speard Love💯🙏...",,1402,1172,26749,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 15:36:58+00:00
ajeeranjith,,,129,9,4017,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:48:02+00:00
Aj47913773,Vazhu Vazha vidu Vazhum podhe vaanai thodu vanangi ninna thozha kudu,India,378,111,51366,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2022-01-01 02:49:38+00:00
vijay_7901,"Die-hard CSK fan💛🇮🇳💪,Thala Dhoni rasigan 💯❤","Chennai, India",96,52,15302,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:49:01+00:00
RamSudar5,proud Hindu nationalist belongs to Bharat 🇮🇳🇮🇳 JAI HIND,Bharat,874,499,201789,27,"Parts of #Chennai coming under some fairly heavy spell of #Rains, we could see #thunderstorms develop as the rain clouds move across the land.  Slow moving storms so the rains could be very heavy in one or two places. #COMK #ChennaiRains. #ChennaiRains2021 https://t.co/T7APb3X6ez",1,"['Chennai', 'Rains', 'thunderstorms']",2021-12-31 07:58:27+00:00
Harink8,"hi friends Iam a big thalapathiyan
😎💥✌️",,400,191,12278,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 11:42:36+00:00
Gopi40448259,"உதாரணமாய் வாழ்வதே சிறந்த போதனை. (விருப்பம் : அறிவுரையின் ஆசிரியர் அல்ல, வாழ்ந்து காட்டுதல் எனும் காணொளியின் நாயகன்) Atheist",,795,499,45167,106,Thousands of people throng the Chennai Metro Rail stations to avoid traffic and rains and reach home. Location : Madras High court Metro station  #Chennai #Chennaiametro #Chennairains https://t.co/ghAMVPm0f8,0,[],2021-12-31 15:21:36+00:00
weatherindia,"Daily weather news, tidbits, videos and alerts from The Weather Channel India. #MausamIsAwesome",India,98,62066,21422,3,"Visuals of flooded areas from #Chennai after heavy rains lashed the #TamilNadu capital on Friday, #31stDecember.

#ChennaiFloods #ChennaiRains

📸: S Kumar/BCCL Chennai https://t.co/6E9j9eNaSa",1,"['Chennai', 'TamilNadu', '31stDecember', 'ChennaiFloods', 'ChennaiRains']",2021-12-31 11:54:16+00:00
AliceHenrietta3,Trust Your Intuition🖤,,1,1,1,33,Next batch of #Rains moving in over parts of #Chennai &amp; suburbs. Heavy rains in a few places. Spell of rains could last for about 30 minutes or so. Further #Comk updates as things evolve. Please stay at home unless there's an absolute need to go out. #ChennaiRains2021 https://t.co/N64y66lXOE,1,"['Rains', 'Chennai']",2021-12-31 16:56:45+00:00
Iamvaishnav18,«Evolve to a mystery wrapped in an Enigma«  #CommercialPilot,India,2167,211,77885,83,"Portion of roof collapses at VR Mall in Anna Nagar due to heavy rains

#chennairains #ChennaiRains2021 #Chennai #ChennaiRain #chennaifloods https://t.co/QUqG98HMCA",1,"['chennairains', 'ChennaiRains2021', 'Chennai']",2021-12-31 07:55:17+00:00
divakar1325,,,507,33,11869,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 07:47:48+00:00
MirrorNow,MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues.,India,27,106638,143653,2,"NON-STOP RAINS LEAVE CHENNAI PARALYSED
City corporation &amp; govt was caught by surprise as #IMD predicted only light to moderate rainfall. The main roads have been cleared: Gagandeep Singh Bedi, #Chennai corporation commissioner tells @Ahmedshabbir20 https://t.co/iEjRGxEjFn",1,"['IMD', 'Chennai']",2021-12-31 08:44:02+00:00
Siva_J_Kumar,Thala rasigan / தல ரசிகன்,"Rajapalayam, India",34,23,815,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 12:33:36+00:00
Ashwin62988967,"cricket is my passion
football ⚽💙❤️
F1 addict
mad on sports
thala veriyan🎉🎊🔥🔥🔥💥",,282,188,67716,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 15:37:37+00:00
buyazed288,,,61,1616,772418,2,"Parts of Tamil Nadu likely to see heavy rains for the next few days, orange alert issued for Chennai

Follow live updates: https://t.co/hTKKc1Q0z6

#Chennai #ChennaiRains #TamilNaduRains",0,[],2021-12-31 13:28:06+00:00
AjithmsdG,vasuG----LIVE AND LET LIVE😍😍😍Belongs to the Dravidian stock,"Tamil Nadu, India",2603,255,88702,605,"If it floods everytime it rains, Then the rain is not the problem. #Chennai",1,['Chennai'],2021-12-31 08:13:41+00:00
AnbuMoham,"Very Loving in Nature,Thala Fan, சமூகநீதியை நேசிப்பவன்,Animal Lover, யாதும் ஊரே யாவரும் கேளிர்",,694,406,43491,11,"Water logged streets, broken down vehicles, non stop rains, not a good scene today evening in Chennai! #chennai #chennairains https://t.co/iEKBfV2P8c",1,['chennai'],2021-12-31 09:26:40+00:00
